student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,aptitude_score,projects,placed,company_type,package_lpa
702,Female,23,BTech,AI,8.47,2,3,1,5,8,41,5,0,None,0
703,Male,24,BCA,Mechanical,8.16,3,1,1,2,3,96,4,0,None,0
704,Female,23,BE,IT,9.07,1,3,5,4,6,42,5,0,None,0
705,Male,22,BE,AI,9.09,2,0,2,5,9,54,4,0,None,0
706,Male,20,BSc,AI,8.04,2,2,2,10,10,80,2,1,Startup,6.47
707,Female,22,BCA,AI,8.22,3,3,3,4,4,42,2,0,None,0
708,Female,20,BSc,CS,9.46,0,2,1,10,7,96,3,1,Service,9.65
709,Female,21,BCA,CS,9.5,3,3,4,4,8,77,0,0,None,0
710,Female,23,BCA,IT,8.36,2,2,0,6,6,82,3,1,Service,12.44
711,Male,21,BCA,Electrical,5.53,1,2,5,4,1,73,2,0,None,0
712,Female,21,BCA,Mechanical,5.95,1,3,1,9,6,56,5,0,None,0
713,Male,20,BCA,Electrical,9.19,2,3,5,2,4,42,5,0,None,0
714,Female,22,BTech,IT,5.86,0,2,3,5,3,46,3,0,None,0
715,Female,24,BE,DS,6.42,3,0,4,3,3,70,0,0,None,0
716,Female,20,BCA,DS,6.49,2,0,2,8,3,49,4,0,None,0
717,Male,24,BCA,Mechanical,8.08,2,0,0,3,1,90,1,0,None,0
718,Female,21,BSc,Mechanical,7.98,2,0,3,8,10,74,2,1,Service,4.89
719,Female,24,BE,Mechanical,6.74,3,3,2,8,10,67,5,1,Service,8.54
720,Female,22,BE,CS,6.39,1,1,1,2,1,94,0,0,None,0
721,Female,20,BE,CS,8.79,3,2,3,10,2,94,1,1,Product,10.36
722,Male,22,BCA,DS,9.52,2,0,1,7,5,59,2,0,None,0
723,Female,22,BSc,Mechanical,5.73,1,0,3,6,7,40,0,0,None,0
724,Male,20,BE,AI,6.07,0,1,3,1,5,81,2,0,None,0
725,Male,22,BSc,Electrical,8.26,2,1,1,2,3,52,0,0,None,0
726,Male,23,BTech,DS,8.96,1,3,3,4,5,47,2,0,None,0
727,Male,23,BTech,Mechanical,8.9,1,2,5,2,6,63,2,0,None,0
728,Male,23,BSc,AI,8.59,1,2,2,5,4,61,5,1,Service,7.3
729,Male,24,BCA,Mechanical,9.32,2,1,5,3,4,66,4,0,None,0
730,Female,22,BE,IT,6.43,0,1,5,6,1,86,0,0,None,0
731,Male,20,BTech,AI,5.96,1,1,2,9,7,72,3,0,None,0
732,Male,20,BTech,Electrical,8.15,2,3,0,10,8,99,1,1,Product,6.2
733,Male,24,BSc,IT,9.04,1,2,0,7,4,65,2,1,Startup,13.56
734,Female,20,BCA,CS,8,3,1,3,5,6,83,4,1,Product,3.36
735,Female,23,BSc,DS,9.64,1,0,2,1,6,42,5,0,None,0
736,Male,22,BSc,Mechanical,8.92,2,2,5,1,1,99,3,0,None,0
737,Female,20,BSc,DS,8.51,1,2,1,1,10,69,2,0,None,0
738,Male,20,BSc,Electrical,5.76,1,0,3,3,4,99,0,0,None,0
739,Male,21,BSc,Mechanical,5.96,3,0,5,7,6,77,1,0,None,0
740,Female,21,BCA,IT,8.87,3,2,1,9,9,49,3,0,None,0
741,Male,21,BSc,AI,6.35,2,2,4,6,4,45,1,0,None,0
742,Female,22,BCA,AI,5.62,0,1,0,7,9,56,2,0,None,0
743,Female,23,BE,Mechanical,9.42,0,3,3,3,4,98,4,0,None,0
744,Male,23,BE,IT,9.33,0,3,3,8,7,46,5,0,None,0
745,Male,23,BE,Mechanical,6.44,0,1,1,10,7,98,5,0,None,0
746,Female,22,BE,Mechanical,8.85,2,0,0,6,8,53,3,0,None,0
747,Male,22,BTech,Mechanical,5.71,2,0,1,3,7,73,2,0,None,0
748,Male,21,BCA,AI,6.73,3,0,1,2,6,95,5,0,None,0
749,Male,20,BE,Electrical,8.18,3,0,0,9,3,85,2,1,Service,13.5
750,Female,24,BTech,Mechanical,8.78,0,1,4,7,10,45,5,0,None,0
751,Female,24,BCA,AI,5.54,3,2,2,10,7,72,1,0,None,0
752,Male,20,BTech,CS,6.9,2,1,5,10,6,57,4,0,None,0
753,Female,21,BTech,IT,6.42,0,0,2,9,10,45,3,0,None,0
754,Female,20,BSc,CS,9.79,1,1,4,4,8,57,1,0,None,0
755,Female,20,BTech,Mechanical,8.39,1,3,0,4,4,69,1,0,None,0
756,Female,24,BTech,AI,7.24,1,3,3,6,7,43,2,0,None,0
757,Female,21,BCA,IT,5.83,3,0,0,2,7,64,2,0,None,0
758,Male,22,BTech,DS,8.07,0,1,5,10,3,85,2,1,Product,5.82
759,Male,24,BSc,IT,8.26,1,3,1,1,8,42,0,0,None,0
760,Male,22,BE,IT,9.01,0,2,5,10,10,85,3,1,Product,9.6
761,Female,21,BE,Mechanical,6.74,2,0,0,3,2,44,3,0,None,0
762,Female,20,BCA,CS,9.72,1,1,2,5,3,85,5,1,Startup,6.11
763,Male,23,BCA,CS,7.39,1,0,3,2,1,90,5,0,None,0
764,Female,23,BTech,DS,6.77,1,3,5,9,2,79,4,1,Startup,9.41
765,Male,21,BCA,Mechanical,7,2,2,4,1,1,97,0,0,None,0
766,Male,23,BTech,IT,7.73,0,3,0,3,6,44,4,0,None,0
767,Male,22,BCA,Electrical,9.53,1,0,3,5,5,49,4,0,None,0
768,Female,23,BE,CS,8.66,1,2,5,1,6,84,0,0,None,0
769,Female,21,BE,CS,7.98,0,1,3,4,3,77,0,0,None,0
770,Male,21,BE,AI,6.2,3,3,2,10,7,93,0,0,None,0
771,Male,22,BE,IT,6.14,3,2,1,1,4,59,4,0,None,0
772,Male,23,BTech,Mechanical,7.66,1,0,3,7,1,81,3,1,Startup,12.81
773,Male,23,BTech,CS,8.63,1,1,3,1,3,52,4,0,None,0
774,Female,20,BTech,Mechanical,8.73,3,0,0,3,5,98,1,0,None,0
775,Female,24,BE,IT,6.47,3,0,4,4,7,91,5,0,None,0
776,Male,21,BSc,IT,5.93,1,1,0,4,9,81,2,0,None,0
777,Male,20,BE,CS,7.15,0,2,2,7,5,40,3,0,None,0
778,Female,21,BE,DS,9.45,3,2,3,5,1,93,1,1,Product,4.92
779,Female,20,BSc,Mechanical,7.85,1,1,1,8,5,69,3,1,Product,6.06
780,Male,24,BSc,Mechanical,6.88,2,1,3,3,1,75,1,0,None,0
781,Male,20,BCA,AI,6.89,0,0,1,8,7,84,2,1,Service,11.29
782,Male,21,BE,IT,6.07,1,0,1,9,9,77,2,0,None,0
783,Female,23,BSc,IT,7.53,2,3,5,9,6,47,3,0,None,0
784,Female,21,BCA,CS,8.9,3,1,5,9,4,48,4,0,None,0
785,Female,22,BSc,CS,9.66,2,3,1,1,6,80,1,0,None,0
786,Male,22,BSc,CS,7.66,2,1,4,9,1,85,5,1,Service,10.67
787,Male,22,BCA,AI,6.22,2,3,0,8,4,72,2,0,None,0
788,Female,22,BE,DS,8.44,3,0,5,2,6,76,1,0,None,0
789,Female,24,BCA,CS,8.75,2,0,2,3,2,99,0,0,None,0
790,Male,23,BE,CS,5.81,3,2,5,7,3,94,4,0,None,0
791,Female,23,BSc,Electrical,9.16,1,3,4,3,4,88,4,0,None,0
792,Female,21,BCA,CS,9.07,2,1,4,2,6,45,3,0,None,0
793,Male,20,BTech,AI,7.53,0,3,1,4,3,56,1,0,None,0
794,Female,21,BSc,Mechanical,7.91,1,0,4,9,1,93,1,1,Service,14.24
795,Male,21,BCA,DS,8.57,3,2,2,2,6,62,2,0,None,0
796,Male,21,BSc,Mechanical,8.41,1,3,2,1,8,76,0,0,None,0
797,Male,21,BCA,Electrical,5.57,2,0,3,10,8,41,5,0,None,0
798,Male,23,BE,IT,6.03,3,1,4,7,4,57,5,0,None,0
799,Male,20,BTech,IT,6.2,2,2,5,1,6,77,0,0,None,0
800,Male,21,BSc,CS,8.75,1,0,3,6,1,67,1,1,Startup,12.42
801,Male,23,BTech,Electrical,7.39,0,1,5,5,6,53,2,0,None,0
802,Female,21,BE,Mechanical,7.85,1,3,2,8,1,61,4,1,Service,14.04
803,Male,22,BCA,AI,8.82,1,1,4,3,4,40,3,0,None,0
804,Male,21,BTech,DS,6.97,2,1,1,3,9,82,4,0,None,0
805,Female,21,BCA,Mechanical,8.72,0,1,1,1,6,81,0,0,None,0
806,Female,24,BE,Electrical,7.4,2,2,4,4,4,86,0,0,None,0
807,Female,22,BSc,Electrical,7.12,2,0,5,10,10,80,1,1,Startup,10.04
808,Male,20,BE,Mechanical,6.93,2,0,3,10,4,78,0,1,Product,10.01
809,Female,21,BTech,DS,9.65,3,1,3,6,4,83,2,1,Product,3.33
810,Male,20,BTech,Mechanical,8.82,2,3,1,5,10,47,4,0,None,0
811,Male,22,BTech,Mechanical,5.59,0,3,3,7,7,66,1,0,None,0
812,Male,21,BCA,DS,9.62,2,0,1,10,9,49,2,0,None,0
813,Male,24,BSc,AI,8.83,2,3,0,1,6,73,2,0,None,0
814,Female,23,BTech,Electrical,6.14,0,1,1,3,7,93,3,0,None,0
815,Female,24,BTech,DS,5.83,1,0,0,4,4,85,0,0,None,0
816,Male,24,BTech,CS,6.83,2,0,4,6,5,80,0,1,Product,9.93
817,Male,23,BE,CS,8.18,1,3,0,4,9,72,2,0,None,0
818,Male,23,BTech,CS,8.15,2,0,2,7,8,87,5,1,Startup,11.42
819,Female,23,BE,CS,6.69,2,2,5,10,10,98,1,1,Startup,13.14
820,Male,21,BTech,IT,7.42,3,1,3,10,2,76,5,1,Service,5.03
821,Male,20,BE,AI,6.41,0,2,0,3,8,47,2,0,None,0
822,Female,20,BCA,IT,5.72,0,0,2,8,3,69,2,0,None,0
823,Female,23,BCA,Mechanical,7.72,1,3,2,7,2,59,0,0,None,0
824,Male,24,BE,Mechanical,6.99,3,2,3,3,2,40,4,0,None,0
825,Female,22,BSc,DS,7.83,2,2,1,9,4,94,0,1,Service,11.9
826,Female,23,BSc,CS,9.57,3,2,2,10,1,88,3,1,Product,4.54
827,Male,24,BE,DS,6.12,0,3,5,5,5,46,3,0,None,0
828,Female,24,BCA,Mechanical,5.51,2,3,0,2,7,97,1,0,None,0
829,Male,21,BE,CS,5.83,2,0,3,9,2,50,4,0,None,0
830,Female,21,BSc,Electrical,7.49,1,3,0,8,5,78,2,1,Product,3.49
831,Male,20,BE,AI,8.54,3,2,1,8,4,46,5,0,None,0
832,Male,20,BCA,Mechanical,8,2,0,3,1,6,92,4,0,None,0
833,Male,22,BSc,Electrical,7.63,0,3,2,4,1,75,0,0,None,0
834,Female,22,BSc,DS,7.02,1,1,0,7,1,59,0,0,None,0
835,Male,22,BTech,Electrical,6.83,0,3,5,6,2,72,2,1,Service,10.19
836,Female,22,BTech,DS,7.12,1,3,0,9,4,86,5,1,Product,5.49
837,Male,24,BSc,Mechanical,8.13,3,0,5,8,1,98,2,1,Startup,13.74
838,Male,24,BSc,IT,6.22,1,0,2,9,5,73,3,0,None,0
839,Female,20,BE,AI,8.82,3,0,2,4,6,99,0,0,None,0
840,Male,21,BCA,Electrical,7.97,3,1,1,8,10,62,5,1,Startup,6.48
841,Male,21,BSc,Electrical,6.66,2,1,1,6,4,95,0,1,Service,7.49
842,Female,23,BCA,Mechanical,7.65,3,3,2,9,7,63,3,1,Product,9.58
843,Male,24,BSc,Mechanical,9.64,1,3,3,10,5,48,1,0,None,0
844,Male,22,BCA,DS,5.59,1,0,2,1,9,62,5,0,None,0
845,Male,22,BTech,CS,6.36,2,0,2,6,9,85,1,0,None,0
846,Male,23,BSc,CS,7.43,1,1,4,10,4,87,3,1,Product,6.55
847,Female,21,BE,CS,8.25,3,1,3,10,10,56,0,0,None,0
848,Female,22,BCA,DS,6.41,1,0,3,2,6,95,0,0,None,0
849,Male,21,BSc,CS,9.51,0,3,5,3,2,78,5,0,None,0
850,Female,23,BTech,Mechanical,8.26,0,1,1,9,2,73,1,1,Startup,13.16
851,Male,21,BTech,IT,9.27,2,0,1,5,3,45,2,0,None,0
852,Female,21,BTech,IT,6.92,3,0,1,5,10,42,2,0,None,0
853,Male,21,BTech,IT,9.06,1,0,0,1,2,92,3,0,None,0
854,Male,22,BSc,CS,7.13,2,1,3,10,9,77,2,1,Product,7.88
855,Male,20,BE,IT,6.59,2,3,4,2,4,77,1,0,None,0
856,Male,24,BCA,Electrical,9.42,3,1,1,9,5,47,4,0,None,0
857,Male,21,BE,CS,5.9,2,3,1,7,2,79,3,0,None,0
858,Male,21,BCA,Electrical,9.55,0,1,1,4,8,48,0,0,None,0
859,Female,21,BE,Mechanical,7.47,2,0,1,7,8,54,4,0,None,0
860,Male,20,BSc,Electrical,9.77,1,0,1,10,7,69,1,1,Startup,13.46
861,Female,23,BSc,Mechanical,7.82,0,2,0,2,7,88,0,0,None,0
862,Male,22,BCA,DS,8.76,0,0,4,5,7,43,2,0,None,0
863,Female,20,BSc,DS,5.53,0,3,3,9,8,68,3,0,None,0
864,Female,21,BCA,Electrical,7.64,1,0,4,2,4,97,2,0,None,0
865,Female,20,BE,AI,8.67,3,2,2,3,6,72,3,0,None,0
866,Male,20,BSc,Mechanical,8.87,2,0,5,5,8,45,1,0,None,0
867,Male,20,BSc,CS,6.18,2,0,3,5,8,68,5,0,None,0
868,Female,23,BCA,AI,7.3,0,1,1,8,4,58,5,0,None,0
869,Male,24,BCA,Mechanical,7.3,0,3,2,7,1,76,1,1,Startup,11.58
870,Female,22,BCA,CS,5.95,2,2,5,3,2,66,0,0,None,0
871,Male,23,BCA,Mechanical,7.41,1,1,2,5,4,50,3,0,None,0
872,Female,23,BTech,Mechanical,8.97,0,2,2,8,9,81,4,1,Startup,5.21
873,Female,24,BCA,CS,6.79,0,0,2,5,3,48,2,0,None,0
874,Male,23,BTech,Mechanical,7.36,1,2,1,2,5,55,3,0,None,0
875,Female,20,BE,Mechanical,9.63,3,1,5,10,1,90,4,1,Startup,14.99
876,Male,20,BCA,Mechanical,5.64,0,0,2,2,5,57,2,0,None,0
877,Female,21,BTech,DS,8.04,3,1,4,1,1,95,1,0,None,0
878,Female,23,BTech,IT,8.7,1,3,1,6,6,52,1,0,None,0
879,Male,21,BTech,Mechanical,8.77,2,3,2,1,1,46,0,0,None,0
880,Male,22,BSc,CS,8.58,2,3,2,8,2,56,1,0,None,0
881,Male,20,BTech,Electrical,8.62,3,2,4,1,9,48,1,0,None,0
882,Female,22,BCA,Mechanical,5.75,0,3,5,8,3,71,1,0,None,0
883,Male,24,BCA,DS,7.8,2,2,0,6,9,65,3,1,Startup,7.64
884,Female,20,BCA,DS,8.87,1,2,0,9,4,81,0,1,Service,7.63
885,Female,22,BTech,Electrical,5.9,0,1,4,3,5,91,3,0,None,0
886,Male,24,BTech,Mechanical,5.55,3,0,5,7,7,61,4,0,None,0
887,Male,22,BSc,AI,9,3,0,0,2,4,84,5,0,None,0
888,Female,24,BE,Electrical,8.56,3,1,3,5,10,67,1,1,Product,6.94
889,Female,24,BSc,IT,7.27,3,3,5,1,10,94,4,0,None,0
890,Male,20,BCA,CS,9.54,1,1,3,5,6,95,4,1,Product,14.59
891,Male,21,BCA,CS,8.8,2,1,5,8,9,55,3,0,None,0
892,Male,24,BCA,CS,9.66,3,0,3,10,8,75,1,1,Startup,6.22
893,Male,24,BSc,CS,9.5,2,2,0,3,1,64,3,0,None,0
894,Male,20,BCA,DS,7.57,2,1,3,6,6,67,2,1,Service,3.75
895,Female,21,BCA,IT,8.75,3,1,3,4,9,68,2,0,None,0
896,Female,23,BCA,Mechanical,8.38,0,2,0,8,3,81,5,1,Startup,7.39
897,Female,23,BTech,Mechanical,8.99,3,0,4,2,3,40,1,0,None,0
898,Female,21,BE,AI,8.89,1,3,5,5,10,70,5,1,Product,5.9
899,Male,22,BTech,Mechanical,6.16,0,1,1,6,5,69,5,0,None,0
900,Male,20,BTech,IT,6.51,3,3,3,8,9,79,4,1,Product,13.28
901,Male,21,BE,Mechanical,6.64,2,3,5,2,3,64,3,0,None,0
902,Female,23,BE,DS,9.02,2,1,0,9,5,91,4,1,Product,5.84
903,Female,24,BSc,Electrical,8.99,0,3,1,7,5,92,5,1,Startup,11.54
904,Male,23,BE,Mechanical,7.63,1,1,1,10,8,57,5,0,None,0
905,Male,24,BSc,CS,8,2,2,5,4,2,76,2,0,None,0
906,Female,20,BSc,CS,9.06,1,2,2,10,8,82,3,1,Product,3.13
907,Female,24,BTech,Electrical,6.84,2,2,1,2,1,90,3,0,None,0
908,Male,21,BCA,CS,5.72,0,2,3,8,5,48,3,0,None,0
909,Male,24,BTech,CS,7.58,3,0,4,2,3,54,1,0,None,0
910,Female,22,BTech,DS,9.43,2,2,5,2,5,68,1,0,None,0
911,Male,21,BE,DS,8.9,0,1,3,9,9,76,1,1,Startup,7.19
912,Male,20,BE,DS,7.08,0,1,2,4,1,44,3,0,None,0
913,Male,21,BSc,Mechanical,5.78,3,1,1,7,6,94,4,0,None,0
914,Female,22,BSc,Electrical,8.24,3,3,5,10,10,83,0,1,Product,12.51
915,Female,20,BSc,CS,9.09,0,1,2,4,6,48,4,0,None,0
916,Female,23,BE,AI,8.36,2,0,3,5,7,76,5,1,Product,14.55
917,Female,22,BSc,Electrical,7.33,1,0,3,1,10,49,2,0,None,0
918,Female,20,BSc,AI,6.03,1,0,3,10,10,64,5,0,None,0
919,Female,24,BE,CS,9.42,3,0,4,1,5,94,5,0,None,0
920,Female,21,BCA,IT,6.69,2,0,3,10,7,77,2,1,Startup,11.69
921,Male,20,BTech,Electrical,6.46,0,0,3,10,2,49,1,0,None,0
922,Male,21,BE,Mechanical,9.01,1,2,1,3,2,77,0,0,None,0
923,Male,24,BSc,AI,9.72,1,0,5,6,10,59,1,0,None,0
924,Male,20,BTech,Electrical,8.34,2,3,5,1,8,81,4,0,None,0
925,Male,23,BE,Electrical,8.19,0,0,5,4,6,48,1,0,None,0
926,Male,22,BTech,DS,6.87,3,1,4,9,5,96,2,1,Service,3.45
927,Male,20,BTech,IT,5.59,1,1,5,2,3,42,5,0,None,0
928,Female,24,BCA,DS,6.32,2,3,1,2,4,82,2,0,None,0
929,Female,20,BSc,IT,8.01,3,0,2,2,8,50,1,0,None,0
930,Male,21,BE,IT,6.15,2,2,0,10,10,43,4,0,None,0
931,Male,20,BSc,Mechanical,9.3,0,2,5,10,7,88,5,1,Startup,10.89
932,Female,23,BCA,Electrical,6.31,2,2,1,7,9,67,3,0,None,0
933,Male,20,BCA,DS,7.75,3,2,5,7,3,80,4,1,Startup,5.57
934,Male,22,BE,DS,7.7,0,0,4,6,6,77,1,1,Product,7.2
935,Female,20,BE,AI,8.1,1,3,1,2,7,50,4,0,None,0
936,Male,21,BCA,Electrical,6.91,3,2,0,5,2,90,2,1,Service,11.14
937,Female,20,BE,CS,9.26,2,0,1,6,4,71,0,1,Product,5.08
938,Male,23,BTech,CS,7.41,1,0,5,6,1,57,2,0,None,0
939,Female,24,BTech,AI,8.51,0,0,5,10,4,79,2,1,Product,3.15
940,Female,20,BCA,IT,8.23,3,0,0,6,2,93,3,1,Startup,4.35
941,Female,20,BSc,AI,6,0,0,4,6,7,85,1,0,None,0
942,Male,22,BE,AI,8.18,0,1,1,1,1,58,3,0,None,0
943,Female,23,BE,DS,7.87,2,0,4,4,6,55,3,0,None,0
944,Male,24,BTech,AI,9.36,2,0,4,1,3,42,1,0,None,0
945,Male,21,BE,IT,9.29,2,0,2,3,8,52,4,0,None,0
946,Male,20,BSc,CS,6.15,1,1,2,2,8,95,5,0,None,0
947,Male,24,BE,Mechanical,5.85,1,1,1,2,7,88,0,0,None,0
948,Female,21,BE,Electrical,6.77,2,3,1,6,7,90,3,1,Startup,4.08
949,Female,23,BTech,AI,9.74,1,3,5,1,1,76,3,0,None,0
950,Male,23,BE,Electrical,5.59,3,0,5,4,9,92,4,0,None,0
951,Male,24,BCA,AI,8.39,0,2,4,9,3,87,1,1,Startup,6.75
952,Female,21,BCA,Electrical,8.12,2,0,2,3,8,69,2,0,None,0
953,Male,23,BSc,DS,8.28,0,3,1,8,2,53,4,0,None,0
954,Female,24,BSc,DS,6.44,0,2,1,9,1,95,2,0,None,0
955,Male,23,BSc,Electrical,6.47,0,2,1,2,1,93,0,0,None,0
956,Male,23,BSc,AI,7.35,3,3,2,5,8,90,5,1,Product,5.95
957,Female,23,BTech,AI,5.91,3,0,1,6,9,91,3,0,None,0
958,Male,22,BE,IT,5.82,1,3,4,5,3,75,0,0,None,0
959,Female,21,BTech,CS,5.88,0,2,1,6,7,45,2,0,None,0
960,Male,24,BSc,CS,7.96,1,1,3,5,2,71,2,1,Startup,13.92
961,Male,24,BE,Mechanical,7.21,0,0,5,7,8,80,2,1,Startup,3.75
962,Male,21,BCA,CS,6.76,2,3,0,5,3,79,3,1,Startup,7.7
963,Female,21,BTech,Mechanical,6.86,0,3,4,5,10,71,1,1,Product,6.45
964,Male,21,BE,DS,6.39,0,3,1,7,10,51,1,0,None,0
965,Male,21,BCA,Mechanical,7.27,3,1,3,3,5,82,5,0,None,0
966,Male,20,BCA,Mechanical,6.37,2,1,2,10,7,78,5,0,None,0
967,Male,24,BSc,CS,8.5,1,0,4,7,9,64,3,1,Service,14.53
968,Female,20,BCA,AI,6.03,2,0,4,8,1,64,1,0,None,0
969,Female,23,BCA,DS,9.58,3,0,1,5,5,93,1,1,Service,5.61
970,Male,23,BSc,IT,5.89,3,3,2,4,1,96,5,0,None,0
971,Female,24,BE,Mechanical,9.56,0,1,1,2,2,47,3,0,None,0
972,Male,23,BE,Mechanical,9.08,3,0,3,5,10,81,1,1,Startup,3.77
973,Male,21,BSc,Electrical,8.43,3,1,0,6,4,74,5,1,Product,7.23
974,Male,20,BTech,Mechanical,9.42,0,2,5,9,10,45,5,0,None,0
975,Female,21,BSc,AI,6.1,3,0,5,6,3,82,1,0,None,0
976,Female,23,BE,IT,6.26,3,1,2,6,10,43,4,0,None,0
977,Female,20,BTech,Electrical,6.58,1,0,0,6,5,83,5,1,Service,6.26
978,Female,21,BSc,CS,6.55,0,1,3,8,6,74,0,1,Startup,13.78
979,Female,24,BE,DS,6.84,0,1,4,6,1,65,0,1,Startup,6.53
980,Female,21,BE,AI,7.98,1,3,3,1,9,70,0,0,None,0
981,Female,23,BE,IT,5.62,1,2,5,1,10,60,4,0,None,0
982,Female,20,BCA,DS,7.14,1,0,0,10,2,63,0,1,Product,15
983,Female,24,BCA,CS,6.56,1,1,2,2,8,94,2,0,None,0
984,Male,20,BTech,DS,8.11,0,0,1,1,9,49,0,0,None,0
985,Female,24,BTech,Electrical,9.74,1,1,0,3,1,46,3,0,None,0
986,Female,20,BTech,Mechanical,7.73,1,2,2,3,2,65,0,0,None,0
987,Female,23,BCA,Mechanical,7.33,3,1,0,4,3,67,2,0,None,0
988,Female,24,BTech,AI,7.08,0,1,5,6,9,41,0,0,None,0
989,Female,22,BE,DS,8.88,1,0,4,10,3,99,1,1,Service,11.92
990,Female,20,BE,Mechanical,5.81,3,2,5,7,6,83,2,0,None,0
991,Female,20,BTech,AI,9.63,0,1,4,9,9,53,3,0,None,0
992,Female,21,BTech,AI,7.3,1,0,1,8,7,46,1,0,None,0
993,Female,24,BCA,Electrical,6.85,1,1,4,6,10,56,1,0,None,0
994,Female,22,BE,AI,9.69,3,0,3,9,6,54,4,0,None,0
995,Female,23,BSc,CS,9.52,2,2,5,4,2,61,1,0,None,0
996,Male,21,BSc,Mechanical,8.26,0,3,5,6,6,71,0,1,Service,14.6
997,Male,22,BCA,Mechanical,5.58,3,2,5,7,10,65,1,0,None,0
998,Female,24,BCA,IT,8.72,1,0,1,2,1,62,1,0,None,0
999,Female,22,BCA,CS,6.94,2,2,5,1,7,65,4,0,None,0
1000,Male,20,BE,Mechanical,7.17,2,0,0,10,6,89,0,1,Product,10.68
1001,Female,20,BTech,Electrical,6.18,3,0,5,8,8,95,0,0,None,0
1002,Male,21,BTech,Mechanical,7.75,3,2,3,8,2,63,1,1,Product,11.41
1003,Male,24,BCA,IT,8.7,3,3,2,7,1,61,3,1,Service,13.13
1004,Male,24,BE,DS,6.67,0,2,0,9,9,94,3,1,Startup,7.74
1005,Male,22,BSc,DS,9.54,2,0,5,9,9,66,0,1,Product,8.06
1006,Male,21,BCA,CS,6.34,0,3,5,3,10,60,3,0,None,0
1007,Female,24,BE,AI,5.78,2,0,5,1,7,76,0,0,None,0
1008,Male,20,BCA,IT,8.27,0,3,4,9,1,82,0,1,Product,7.82
1009,Female,22,BE,IT,9.15,3,2,0,1,2,47,2,0,None,0
1010,Female,23,BE,Mechanical,9.6,1,2,4,1,9,53,0,0,None,0
1011,Male,20,BCA,Electrical,8.8,3,0,3,5,5,41,2,0,None,0
1012,Male,21,BTech,Mechanical,6.36,0,3,5,2,2,91,1,0,None,0
1013,Female,24,BCA,Electrical,9.7,3,0,3,2,5,46,4,0,None,0
1014,Male,20,BTech,IT,9.45,2,3,3,5,1,66,5,1,Startup,5.65
1015,Male,23,BTech,AI,6.2,0,0,5,7,10,47,0,0,None,0
1016,Female,23,BSc,DS,7.9,3,2,1,6,5,43,1,0,None,0
1017,Female,21,BE,CS,7.89,3,1,4,5,7,98,0,1,Product,11.43
1018,Male,20,BCA,Electrical,7.4,1,0,0,3,8,49,0,0,None,0
1019,Female,22,BE,DS,9.73,1,1,5,9,3,85,5,1,Service,10.83
1020,Male,20,BSc,CS,5.76,3,2,0,8,4,93,4,0,None,0
1021,Male,23,BTech,AI,8.2,2,1,0,3,2,86,2,0,None,0
1022,Male,21,BCA,IT,6.38,2,3,1,7,1,49,5,0,None,0
1023,Female,21,BE,AI,7.77,2,1,1,3,10,55,0,0,None,0
1024,Female,22,BSc,Electrical,8.85,3,0,4,6,8,42,0,0,None,0
1025,Female,21,BTech,IT,6.56,1,1,1,3,7,62,2,0,None,0
1026,Female,21,BTech,Mechanical,7.19,3,3,5,8,8,41,3,0,None,0
1027,Female,21,BE,CS,9.59,1,2,3,3,5,40,4,0,None,0
1028,Male,21,BTech,Mechanical,8.77,2,3,0,5,5,50,4,0,None,0
1029,Male,21,BSc,IT,7.96,1,0,3,3,1,87,0,0,None,0
1030,Male,23,BTech,CS,6.45,3,3,1,8,9,97,5,0,None,0
1031,Male,20,BCA,CS,7.33,3,1,0,10,3,83,4,1,Service,7.96
1032,Female,24,BCA,Mechanical,8.83,3,1,2,9,1,76,5,1,Startup,11.28
1033,Male,21,BE,CS,9.03,1,3,3,6,4,97,3,1,Service,8.5
1034,Female,24,BSc,IT,6.55,2,1,2,10,4,59,0,0,None,0
1035,Male,24,BTech,Electrical,8.35,3,1,4,4,8,99,2,0,None,0
1036,Female,23,BTech,Electrical,5.91,3,0,5,10,10,60,2,0,None,0
1037,Female,21,BTech,IT,5.6,1,0,3,4,10,69,0,0,None,0
1038,Male,24,BCA,Mechanical,7.86,2,0,0,5,5,64,2,1,Product,4.2
1039,Male,21,BSc,AI,6.46,1,2,0,3,10,86,2,0,None,0
1040,Male,22,BTech,IT,5.84,0,2,5,4,5,56,0,0,None,0
1041,Male,22,BE,Electrical,8.64,0,0,2,4,1,79,1,0,None,0
1042,Female,22,BSc,IT,7.64,3,3,0,1,4,90,5,0,None,0
1043,Male,24,BSc,CS,8.92,1,3,5,1,8,62,5,0,None,0
1044,Male,22,BTech,CS,8.35,1,3,3,9,8,58,4,0,None,0
1045,Female,23,BCA,IT,8.64,3,0,1,3,4,83,4,0,None,0
1046,Male,23,BSc,Mechanical,6.82,0,2,1,5,3,60,1,1,Service,9.89
1047,Male,24,BE,AI,6.63,2,1,5,2,4,46,2,0,None,0
1048,Male,21,BSc,CS,8.08,2,3,0,1,6,45,4,0,None,0
1049,Male,20,BCA,Electrical,6.36,0,0,4,7,3,41,3,0,None,0
1050,Male,21,BE,CS,9.01,3,0,3,10,3,42,5,0,None,0
1051,Female,21,BCA,Electrical,7.75,3,1,4,9,9,80,1,1,Service,5.28
